@RELATION pixels
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@DATA
289,80
289,81
289,98
289,99
289,103
289,104
289,115
289,116
289,147
289,148
290,56
290,57
290,64
290,65
290,78
290,79
290,80
290,81
290,95
290,96
290,103
290,104
290,115
290,116
290,146
290,147
290,148
290,149
291,56
291,57
291,78
291,79
291,95
291,96
291,136
291,137
291,143
291,144
291,146
291,147
291,148
291,149
292,136
292,137
292,138
292,139
292,143
292,144
292,145
292,158
292,159
293,46
293,47
293,111
293,112
293,138
293,139
293,144
293,145
293,158
293,159
294,46
294,47
294,85
294,86
294,110
294,111
294,112
294,119
294,120
295,85
295,86
295,110
295,111
295,119
295,120
295,143
295,144
295,145
296,85
296,86
296,113
296,114
296,143
296,144
296,145
297,32
297,33
297,39
297,40
297,92
297,93
297,113
297,114
298,32
298,33
298,34
298,39
298,40
298,92
298,93
298,150
298,151
299,33
299,34
299,47
299,48
299,150
299,151
300,33
300,34
300,47
300,48
300,146
300,147
301,37
301,38
301,57
301,58
301,129
301,130
301,146
301,147
302,35
302,36
302,37
302,38
302,57
302,58
302,83
302,84
302,102
302,103
302,104
302,129
302,130
302,148
302,149
302,150
302,152
302,153
303,35
303,36
303,37
303,53
303,54
303,83
303,84
303,92
303,93
303,102
303,103
303,104
303,136
303,137
303,138
303,141
303,142
303,145
303,146
303,148
303,149
303,150
303,152
303,153
304,53
304,54
304,66
304,67
304,74
304,75
304,76
304,92
304,93
304,136
304,137
304,138
304,141
304,142
304,145
304,146
305,28
305,29
305,62
305,63
305,66
305,67
305,74
305,75
305,76
305,91
305,92
305,93
305,94
305,155
305,156
305,157
306,28
306,29
306,62
306,63
306,79
306,80
306,89
306,90
306,91
306,92
306,93
306,94
306,141
306,142
306,155
306,156
306,157
307,79
307,80
307,82
307,83
307,89
307,90
307,94
307,95
307,141
307,142
308,40
308,41
308,45
308,46
308,59
308,60
308,67
308,68
308,79
308,80
308,82
308,83
308,94
308,95
308,123
308,124
308,138
308,139
308,144
308,145
308,146
309,40
309,41
309,45
309,46
309,59
309,60
309,67
309,68
309,123
309,124
309,138
309,139
309,144
309,145
309,146
342,72
342,73
343,72
343,73
345,111
345,112
346,94
346,95
346,111
346,112
347,94
347,95
354,101
354,102
355,101
355,102
359,99
359,100
360,99
360,100
362,85
362,86
363,44
363,45
363,85
363,86
364,44
364,45
365,89
365,90
366,89
366,90
366,109
366,110
367,85
367,86
367,109
367,110
368,85
368,86
368,150
368,151
369,84
369,85
369,114
369,115
369,150
369,151
370,84
370,85
370,114
370,115
371,65
371,66
371,115
371,116
372,65
372,66
372,115
372,116
373,58
373,59
373,112
373,113
373,120
373,121
374,58
374,59
374,79
374,80
374,112
374,113
374,120
374,121
375,65
375,66
375,78
375,79
375,80
375,93
375,94
375,99
375,100
375,105
375,106
376,65
376,66
376,72
376,73
376,78
376,79
376,93
376,94
376,99
376,100
376,101
376,102
376,105
376,106
377,72
377,73
377,101
377,102
377,135
377,136
378,70
378,71
378,101
378,102
378,111
378,112
378,116
378,117
378,135
378,136
379,70
379,71
379,111
379,112
379,116
379,117
379,133
379,134
380,49
380,50
380,81
380,82
380,133
380,134
381,49
381,50
381,64
381,65
381,81
381,82
381,83
381,84
381,99
381,100
381,103
381,104
381,114
381,115
381,122
381,123
381,125
381,126
382,64
382,65
382,83
382,84
382,90
382,91
382,99
382,100
382,103
382,104
382,114
382,115
382,122
382,123
382,125
382,126
383,30
383,31
383,36
383,37
383,57
383,58
383,69
383,70
383,86
383,87
383,90
383,91
383,99
383,100
383,103
383,104
383,115
383,116
383,138
383,139
384,30
384,31
384,36
384,37
384,57
384,58
384,67
384,68
384,69
384,70
384,84
384,85
384,86
384,87
384,97
384,98
384,99
384,100
384,115
384,116
384,138
384,139
385,67
385,68
385,84
385,85
385,86
385,97
385,98
386,85
386,86
386,105
386,106
387,65
387,66
387,73
387,74
387,99
387,100
387,105
387,106
388,65
388,66
388,73
388,74
388,87
388,88
388,99
388,100
388,110
388,111
389,55
389,56
389,84
389,85
389,87
389,88
389,110
389,111
390,21
390,22
390,55
390,56
390,84
390,85
390,102
390,103
390,108
390,109
390,127
390,128
391,21
391,22
391,102
391,103
391,108
391,109
391,127
391,128
392,60
392,61
392,93
392,94
392,95
392,97
392,98
392,117
392,118
392,157
392,158
392,163
392,164
393,60
393,61
393,89
393,90
393,92
393,93
393,94
393,95
393,97
393,98
393,117
393,118
393,157
393,158
393,163
393,164
394,75
394,76
394,78
394,79
394,89
394,90
394,92
394,93
394,98
394,99
394,102
394,103
394,118
394,119
394,120
394,121
394,128
394,129
395,58
395,59
395,75
395,76
395,77
395,78
395,79
395,92
395,93
395,98
395,99
395,102
395,103
395,118
395,119
395,120
395,121
395,128
395,129
396,55
396,56
396,58
396,59
396,77
396,78
396,95
396,96
396,97
396,130
396,131
397,55
397,56
397,65
397,66
397,86
397,87
397,91
397,92
397,95
397,96
397,97
397,99
397,100
397,101
397,102
397,109
397,110
397,114
397,115
397,129
397,130
397,131
397,132
398,65
398,66
398,78
398,79
398,86
398,87
398,91
398,92
398,99
398,100
398,101
398,102
398,109
398,110
398,114
398,115
398,129
398,130
398,131
398,132
399,45
399,46
399,78
399,79
399,95
399,96
399,102
399,103
400,45
400,46
400,85
400,86
400,95
400,96
400,102
400,103
400,105
400,106
400,111
400,112
400,119
400,120
401,62
401,63
401,74
401,75
401,82
401,83
401,85
401,86
401,100
401,101
401,102
401,103
401,105
401,106
401,111
401,112
401,115
401,116
401,119
401,120
401,131
401,132
402,62
402,63
402,64
402,65
402,72
402,73
402,74
402,75
402,82
402,83
402,93
402,94
402,100
402,101
402,115
402,116
402,131
402,132
403,64
403,65
403,72
403,73
403,74
403,75
403,93
403,94
403,98
403,99
404,58
404,59
404,62
404,63
404,64
404,66
404,67
404,72
404,73
404,74
404,75
404,76
404,77
404,79
404,80
404,85
404,86
404,97
404,98
404,99
404,101
404,102
404,126
404,127
404,133
404,134
405,58
405,59
405,62
405,63
405,64
405,65
405,66
405,67
405,76
405,77
405,79
405,80
405,81
405,82
405,85
405,86
405,88
405,89
405,97
405,98
405,101
405,102
405,103
405,116
405,117
405,126
405,127
405,133
405,134
405,140
405,141
406,37
406,38
406,48
406,49
406,55
406,56
406,65
406,66
406,73
406,74
406,79
406,80
406,81
406,82
406,88
406,89
406,92
406,93
406,97
406,98
406,102
406,103
406,116
406,117
406,132
406,133
406,140
406,141
407,37
407,38
407,46
407,47
407,48
407,49
407,55
407,56
407,65
407,66
407,69
407,70
407,73
407,74
407,79
407,80
407,85
407,86
407,91
407,92
407,93
407,97
407,98
407,102
407,103
407,107
407,108
407,113
407,114
407,127
407,128
407,132
407,133
408,46
408,47
408,67
408,68
408,69
408,70
408,72
408,73
408,74
408,75
408,84
408,85
408,86
408,91
408,92
408,93
408,96
408,97
408,102
408,103
408,107
408,108
408,113
408,114
408,127
408,128
408,155
408,156
409,36
409,37
409,58
409,59
409,67
409,68
409,72
409,73
409,74
409,75
409,84
409,85
409,86
409,96
409,97
409,99
409,100
409,101
409,102
409,155
409,156
410,36
410,37
410,58
410,59
410,62
410,63
410,70
410,71
410,76
410,77
410,85
410,86
410,88
410,89
410,96
410,97
410,99
410,100
410,101
410,102
410,119
410,120
411,58
411,59
411,62
411,63
411,70
411,71
411,76
411,77
411,78
411,88
411,89
411,96
411,97
411,119
411,120
411,124
411,125
411,136
411,137
412,51
412,52
412,53
412,54
412,58
412,59
412,62
412,63
412,77
412,78
412,80
412,81
412,88
412,89
412,97
412,98
412,99
412,103
412,104
412,115
412,116
412,124
412,125
412,136
412,137
412,139
412,140
413,33
413,34
413,51
413,52
413,53
413,54
413,62
413,63
413,68
413,69
413,75
413,76
413,80
413,81
413,93
413,94
413,97
413,98
413,99
413,100
413,101
413,103
413,104
413,115
413,116
413,132
413,133
413,139
413,140
413,166
413,167
414,33
414,34
414,68
414,69
414,70
414,71
414,74
414,75
414,76
414,77
414,85
414,86
414,93
414,94
414,95
414,97
414,98
414,99
414,100
414,101
414,110
414,111
414,112
414,113
414,132
414,133
414,166
414,167
415,38
415,39
415,70
415,71
415,74
415,75
415,76
415,77
415,85
415,86
415,90
415,91
415,94
415,95
415,96
415,97
415,98
415,99
415,100
415,101
415,110
415,111
415,112
415,113
415,121
415,122
415,142
415,143
416,32
416,33
416,38
416,39
416,41
416,42
416,50
416,51
416,54
416,55
416,69
416,70
416,71
416,72
416,88
416,89
416,90
416,91
416,96
416,97
416,100
416,101
416,102
416,108
416,109
416,115
416,116
416,121
416,122
416,127
416,128
416,142
416,143
417,32
417,33
417,41
417,42
417,50
417,51
417,54
417,55
417,60
417,61
417,69
417,70
417,71
417,72
417,77
417,78
417,83
417,84
417,88
417,89
417,91
417,92
417,97
417,98
417,99
417,100
417,101
417,102
417,108
417,109
417,115
417,116
417,127
417,128
418,17
418,18
418,60
418,61
418,77
418,78
418,80
418,81
418,83
418,84
418,85
418,86
418,91
418,92
418,94
418,95
418,97
418,98
418,99
418,116
418,117
418,122
418,123
418,155
418,156
419,17
419,18
419,64
419,65
419,80
419,81
419,83
419,84
419,85
419,86
419,91
419,92
419,94
419,95
419,101
419,102
419,116
419,117
419,122
419,123
419,152
419,153
419,155
419,156
420,57
420,58
420,64
420,65
420,82
420,83
420,85
420,86
420,87
420,92
420,93
420,96
420,97
420,101
420,102
420,107
420,108
420,152
420,153
421,54
421,55
421,57
421,58
421,61
421,62
421,64
421,65
421,74
421,75
421,76
421,77
421,78
421,80
421,81
421,82
421,83
421,86
421,87
421,88
421,91
421,92
421,93
421,96
421,97
421,107
421,108
421,109
421,111
421,112
421,126
421,127
422,38
422,39
422,54
422,55
422,59
422,60
422,61
422,62
422,65
422,66
422,69
422,70
422,74
422,75
422,76
422,77
422,78
422,79
422,80
422,81
422,86
422,87
422,88
422,91
422,92
422,95
422,96
422,105
422,106
422,108
422,109
422,111
422,112
422,126
422,127
422,136
422,137
423,38
423,39
423,54
423,55
423,56
423,57
423,59
423,60
423,64
423,65
423,66
423,69
423,70
423,71
423,76
423,77
423,79
423,80
423,88
423,89
423,95
423,96
423,99
423,100
423,105
423,106
423,118
423,119
423,136
423,137
424,56
424,57
424,58
424,59
424,61
424,62
424,63
424,64
424,65
424,70
424,71
424,76
424,77
424,78
424,79
424,82
424,83
424,84
424,88
424,89
424,92
424,93
424,96
424,97
424,99
424,100
424,103
424,104
424,118
424,119
425,35
425,36
425,58
425,59
425,60
425,61
425,62
425,63
425,76
425,77
425,78
425,79
425,82
425,83
425,84
425,91
425,92
425,93
425,95
425,96
425,97
425,101
425,102
425,103
425,104
425,114
425,115
426,35
426,36
426,44
426,45
426,53
426,54
426,57
426,58
426,59
426,60
426,77
426,78
426,82
426,83
426,85
426,86
426,91
426,92
426,95
426,96
426,101
426,102
426,106
426,107
426,110
426,111
426,113
426,114
426,115
426,116
426,117
426,123
426,124
427,44
427,45
427,53
427,54
427,57
427,58
427,59
427,65
427,66
427,82
427,83
427,84
427,85
427,86
427,89
427,90
427,91
427,92
427,97
427,98
427,101
427,102
427,105
427,106
427,107
427,108
427,109
427,110
427,111
427,113
427,114
427,116
427,117
427,123
427,124
428,65
428,66
428,81
428,82
428,83
428,84
428,86
428,87
428,89
428,90
428,91
428,92
428,97
428,98
428,101
428,102
428,105
428,106
428,108
428,109
428,133
428,134
429,58
429,59
429,60
429,61
429,75
429,76
429,81
429,82
429,86
429,87
429,88
429,123
429,124
429,129
429,130
429,133
429,134
430,58
430,59
430,60
430,61
430,62
430,71
430,72
430,73
430,75
430,76
430,87
430,88
430,123
430,124
430,129
430,130
431,45
431,46
431,53
431,54
431,61
431,62
431,67
431,68
431,71
431,72
431,73
431,75
431,76
431,95
431,96
431,97
431,98
431,127
431,128
431,147
431,148
432,45
432,46
432,50
432,51
432,53
432,54
432,59
432,60
432,61
432,62
432,65
432,66
432,67
432,68
432,72
432,73
432,75
432,76
432,84
432,85
432,95
432,96
432,97
432,98
432,99
432,105
432,106
432,127
432,128
432,147
432,148
433,44
433,45
433,46
433,47
433,50
433,51
433,59
433,60
433,61
433,62
433,63
433,64
433,65
433,66
433,68
433,69
433,74
433,75
433,76
433,77
433,84
433,85
433,92
433,93
433,98
433,99
433,101
433,102
433,103
433,105
433,106
433,112
433,113
433,119
433,120
433,121
433,122
434,34
434,35
434,44
434,45
434,46
434,47
434,63
434,64
434,68
434,69
434,74
434,75
434,76
434,77
434,86
434,87
434,90
434,91
434,92
434,93
434,98
434,99
434,101
434,102
434,103
434,112
434,113
434,115
434,116
434,119
434,120
434,121
434,122
434,132
434,133
435,34
435,35
435,41
435,42
435,46
435,47
435,69
435,70
435,79
435,80
435,86
435,87
435,90
435,91
435,98
435,99
435,115
435,116
435,132
435,133
436,41
436,42
436,54
436,55
436,64
436,65
436,69
436,70
436,77
436,78
436,79
436,80
436,104
436,105
436,110
436,111
437,54
437,55
437,64
437,65
437,67
437,68
437,74
437,75
437,77
437,78
437,81
437,82
437,92
437,93
437,95
437,96
437,103
437,104
437,105
437,110
437,111
437,119
437,120
437,123
437,124
438,50
438,51
438,67
438,68
438,70
438,71
438,72
438,73
438,74
438,75
438,81
438,82
438,85
438,86
438,91
438,92
438,93
438,94
438,95
438,96
438,97
438,103
438,104
438,110
438,111
438,119
438,120
438,123
438,124
439,50
439,51
439,70
439,71
439,72
439,73
439,75
439,76
439,85
439,86
439,91
439,92
439,93
439,94
439,96
439,97
439,110
439,111
439,113
439,114
440,20
440,21
440,42
440,43
440,73
440,74
440,75
440,76
440,113
440,114
440,121
440,122
440,132
440,133
441,20
441,21
441,42
441,43
441,50
441,51
441,52
441,53
441,64
441,65
441,68
441,69
441,70
441,71
441,73
441,74
441,121
441,122
441,132
441,133
441,137
441,138
442,50
442,51
442,52
442,53
442,64
442,65
442,68
442,69
442,70
442,71
442,95
442,96
442,115
442,116
442,137
442,138
443,95
443,96
443,109
443,110
443,115
443,116
444,44
444,45
444,59
444,60
444,78
444,79
444,90
444,91
444,109
444,110
445,44
445,45
445,46
445,47
445,59
445,60
445,78
445,79
445,80
445,90
445,91
446,46
446,47
446,59
446,60
446,67
446,68
446,79
446,80
446,94
446,95
446,106
446,107
446,127
446,128
447,41
447,42
447,49
447,50
447,67
447,68
447,72
447,73
447,82
447,83
447,94
447,95
447,106
447,107
447,110
447,111
447,127
447,128
448,41
448,42
448,46
448,47
448,49
448,50
448,65
448,66
448,72
448,73
448,74
448,75
448,76
448,77
448,82
448,83
448,104
448,105
448,110
448,111
448,112
448,113
449,46
449,47
449,59
449,60
449,65
449,66
449,67
449,74
449,75
449,76
449,77
449,89
449,90
449,97
449,98
449,104
449,105
449,112
449,113
449,114
450,50
450,51
450,59
450,60
450,66
450,67
450,74
450,75
450,79
450,80
450,89
450,90
450,97
450,98
450,109
450,110
450,113
450,114
451,45
451,46
451,50
451,51
451,56
451,57
451,58
451,59
451,68
451,69
451,79
451,80
451,105
451,106
451,109
451,110
451,111
451,117
451,118
452,45
452,46
452,56
452,57
452,58
452,59
452,68
452,69
452,83
452,84
452,104
452,105
452,106
452,110
452,111
452,117
452,118
453,79
453,80
453,83
453,84
453,87
453,88
453,104
453,105
454,79
454,80
454,87
454,88
454,91
454,92
455,91
455,92
455,100
455,101
455,119
455,120
456,85
456,86
456,100
456,101
456,112
456,113
456,119
456,120
457,68
457,69
457,73
457,74
457,85
457,86
457,87
457,91
457,92
457,97
457,98
457,112
457,113
458,48
458,49
458,68
458,69
458,73
458,74
458,86
458,87
458,88
458,91
458,92
458,97
458,98
459,43
459,44
459,48
459,49
459,77
459,78
459,83
459,84
459,87
459,88
459,107
459,108
459,133
459,134
460,43
460,44
460,74
460,75
460,77
460,78
460,83
460,84
460,107
460,108
460,117
460,118
460,133
460,134
461,74
461,75
461,117
461,118
462,85
462,86
463,42
463,43
463,66
463,67
463,85
463,86
464,42
464,43
464,66
464,67
464,71
464,72
464,79
464,80
464,101
464,102
465,71
465,72
465,79
465,80
465,90
465,91
465,100
465,101
465,102
466,90
466,91
466,92
466,93
466,100
466,101
466,106
466,107
466,114
466,115
467,75
467,76
467,92
467,93
467,106
467,107
467,114
467,115
468,75
468,76
468,77
468,78
469,59
469,60
469,77
469,78
470,59
470,60
470,108
470,109
471,54
471,55
471,83
471,84
471,106
471,107
471,108
471,109
472,54
472,55
472,83
472,84
472,106
472,107
472,118
472,119
473,118
473,119
476,75
476,76
477,75
477,76
478,113
478,114
479,113
479,114
486,77
486,78
487,77
487,78
490,33
490,34
490,81
490,82
490,83
490,84
491,33
491,34
491,81
491,82
491,83
491,84
512,103
512,104
513,103
513,104
